,User,Tweet,Date
238,QuijoteBeni,"RT @Geryco81: 💉🎁 Regalatela por Navidad!! 😴
#repentinitis #COVID #vacunacion

https://t.co/E9rpcBvTU3 https://t.co/I0Ad66TvZ4",2022-12-12 09:24:09+00:00
239,Worldpak2,"Can Ronaldo rediscover his purpose after World Cup exit? | Qatar World Cup 2022 News - https://t.co/V6xI6j3sZM 
Athletes are the most self-actualised species on the planet. Guts and tenacity take them to the top of Maslow’s pyramid but it’s the heightened sense of purpose tha... https://t.co/kpQjwMTVLX",2022-12-12 09:24:06+00:00
240,Liii_Lico,"RT @soccanime: FIFA WORLD CUP QATAR 2022
グループE 第3節
日本 2-1 スペイン

VAR CHECK https://t.co/u2wYXG0Shy",2022-12-12 09:23:50+00:00
241,3179Arshavin,RT @David_Ornstein: 🚨 Arsenal priority for January window is Mykhaylo Mudryk. No agreements but conversations happening &amp; 21yo Shakhtar Don…,2022-12-12 09:23:46+00:00
242,xzustinx,"RT @ESPNFC: ❌ 2006
❌ 2010 
❌ 2014 
❌ 2018 
❌ 2022

Ronaldo might be finishing his international career without scoring a knockout stage goa…",2022-12-12 09:23:45+00:00
243,ibk_adeniyi,"RT @leotventertain: Today's meme thread 😂😂😂 From Qatar 2022 FIFA World cup to Wizkid (Sir Wizkid, Big WIZ, Popsy)-Ghana show to Dark humors…",2022-12-12 09:23:44+00:00
244,hamza31988699,"RT @ZaynMahmood5: Captain Babar Azam in 2022
9 out of 10 L for KK
Lost 1-0 vs Aus at home
1-1 draw vs SL
Bottled one of the easiest Asia cu…",2022-12-12 09:23:36+00:00
245,turuma_s,"RT @tak53381102: 元祖コロナウイルスのMERSか。確かにサッカー観戦後に観光に行く人は注意だな
https://t.co/TpVDNyYDij

”ワールドカップから帰国したイングランド・ファンは、致命的なラクダ風邪を家に持ち帰る危険性について警告されている。→",2022-12-12 09:23:35+00:00
246,Monalisabbyy,"RT @leotventertain: Today's meme thread 😂😂😂 From Qatar 2022 FIFA World cup to Wizkid (Sir Wizkid, Big WIZ, Popsy)-Ghana show to Dark humors…",2022-12-12 09:23:35+00:00
247,_kathiiie,"RT @the_real_comfyy: Choose your betting options for World Cup 2022, place stakes on top matches and get excited about World Cup 2022 with…",2022-12-12 09:23:32+00:00
248,ahmedbouelkheir,RT @David_Ornstein: 🚨 Arsenal priority for January window is Mykhaylo Mudryk. No agreements but conversations happening &amp; 21yo Shakhtar Don…,2022-12-12 09:23:32+00:00
249,OKAMOTO408,"RT @JRAVAN_info: 【香港カップ】レース後のダノンザキッドら関係者コメントです！ #競馬 #keiba

北村友一騎手「前走同様に間を割ってよく伸びてくれたと思います」
https://t.co/luRtkM3SPA

香港国際競走特集（2022）
https:/…",2022-12-12 09:23:29+00:00
250,INFLUENCERjr,RT @Tiganalukinja: Nani aingie nani atoke kikosi bora cha hatua ya robo fainali ya World Cup Qatar 2022 https://t.co/FqdGU0S5SQ,2022-12-12 09:23:28+00:00
251,SyedAounMehdi1,"Captain Babar Azam in 2022
9 out of 10 L for KK
Lost 1-0 vs Aus at home
1-1 draw vs SL
Lost the   Asia cup final 
Lost the world cup final
Lost 2-0 to England at home",2022-12-12 09:23:27+00:00
252,lupolynesia,"Bon ben ça c’est fait 🤦🏻‍♀️

https://t.co/tuCINZa1Qq",2022-12-12 09:23:26+00:00
253,SuperpowerFb,"The World Cup has reached to the Semi Final stage in the KO rounds and these are the 4 teams 👀 🔥 

Which teams are going to make it to the final 🤔 ?

#Football #Fifa #WorldCup #qatar #2022 #Argentina #Croatia #France #Morocco #Europe #Africa #SouthAmerica #Futebol #SemiFinal https://t.co/JdEJUdHJ3C",2022-12-12 09:23:24+00:00
254,tin_tuc_hom_nay,"Ngoài Ronaldo và Messi, World Cup 2022 còn có những con số ‘biết nói’ https://t.co/klzXyBUFvy",2022-12-12 09:23:23+00:00
255,EAY_Sports,"""ميسي المستفز"" نقطة تحول جديدة.. الأرجنتين تغازل لقب المونديال https://t.co/oKHiuhA8az #الإمارات_اليوم_الرياضة | #الإمارات_اليوم",2022-12-12 09:23:21+00:00
256,bellacaledonia,"This is very good by @jonathanliew on England's World Cup, though the reason they don't want it as much is missing: https://t.co/wjf5jOwhoi",2022-12-12 09:23:19+00:00
257,arnoldlafs,RT @David_Ornstein: 🚨 Arsenal priority for January window is Mykhaylo Mudryk. No agreements but conversations happening &amp; 21yo Shakhtar Don…,2022-12-12 09:23:17+00:00
258,FerryCiaran,"@clar3whit93 @BR090802 @kev8611 @Baldy_JL point is our media is drowned in this coverage about England every tournament that it’s coming home , euro 2020 they had 99% games at Wembley against lacklustre teams and put out by Italy , World Cup 2018,2022 another easy run but put out against a decent side when they face them",2022-12-12 09:23:16+00:00
259,georgebest_,"Y aquí nos quejamos de Rivero y Casillas
https://t.co/DrYQlfZOSc",2022-12-12 09:23:15+00:00
260,XTexchange,"RT @XT_Futures: Who will enter the final ?👀

🥳 https://t.co/FCSXfoCY5C has launched the World Cup Semi-Finals Prediction Markets linear con…",2022-12-12 09:23:14+00:00
261,switchtvkenya,"""Winning a World Cup for Portugal was the biggest and most ambitious dream of my career. Fortunately, I won many titles but putting our country's name on the highest foot in the World was my biggest dream,"" Cristiano Ronaldo.
#Ronaldo #FIFAWorldCup #CR7

https://t.co/ESiJIcG6T4 https://t.co/6Stf1IOKCf",2022-12-12 09:23:11+00:00
262,_op_player,"RT @FoodSupernova: #SupernovaSuperBallContest
Predict the Winner of FIFA WORLD CUP QATAR 2022 &amp; GET A 32’’ Smart TV https://t.co/szka8e1eDg",2022-12-12 09:23:09+00:00
263,MabuchiSelemani,RT @David_Ornstein: 🚨 Arsenal priority for January window is Mykhaylo Mudryk. No agreements but conversations happening &amp; 21yo Shakhtar Don…,2022-12-12 09:23:05+00:00
264,dancush89,RT @David_Ornstein: 🚨 Arsenal priority for January window is Mykhaylo Mudryk. No agreements but conversations happening &amp; 21yo Shakhtar Don…,2022-12-12 09:23:03+00:00
265,SangLuvMessiFCB,RT @OptaJose: 23 - Gavi has been involved in more fouls than any other player at the 2022 World Cup with 23 (9 conceded and 14 won). Exclud…,2022-12-12 09:22:54+00:00
266,gustave_benson,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:52+00:00
267,CarolBecky6,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:52+00:00
268,ChristA06537158,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:52+00:00
269,Bluebirdeyess,RT @David_Ornstein: 🚨 Arsenal priority for January window is Mykhaylo Mudryk. No agreements but conversations happening &amp; 21yo Shakhtar Don…,2022-12-12 09:22:51+00:00
270,Thenationth,"England have returned home trophyless from the 2022 World Cup in Qatar after a 2-1 defeat to France but the team did manage to bag a consolation prize.

Read more:
https://t.co/L5QCF7I4PP

#cat #england #FIFAWorldCup #WorldCup2022 #ThailandNews",2022-12-12 09:22:49+00:00
271,simmerladybugs,"RT @SerieTV46: ""Dreamers (FiFA World Cup 2022 Official Soundtrack)"" by #JUNGKOOK of @BTS_twt it's the most streamed song by a Kpop Act of 1…",2022-12-12 09:22:47+00:00
272,BuckMor98964611,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:46+00:00
273,hasnaatikah_,RT @QudsNen: German daily newspaper Die Tageszeitung has accused Morocco’s national football team of “anti-Semitism” for raising the Palest…,2022-12-12 09:22:45+00:00
274,fk1hisa,"RT @tak53381102: 元祖コロナウイルスのMERSか。確かにサッカー観戦後に観光に行く人は注意だな
https://t.co/TpVDNyYDij

”ワールドカップから帰国したイングランド・ファンは、致命的なラクダ風邪を家に持ち帰る危険性について警告されている。→",2022-12-12 09:22:45+00:00
275,ouaudog,"RT @Stepnofficial: ⚡️ Javier Mascherano NFT Drop

This #NFT collection is a unique set of #STEPN sneakers available through @SaaSGoOfficial…",2022-12-12 09:22:41+00:00
276,DickMackintosh5,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:39+00:00
277,jeremy918418,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:39+00:00
278,EnochSpender3,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:38+00:00
279,sally253806,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:38+00:00
280,JoyBuckle4,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:38+00:00
281,CarterLloyd17,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:38+00:00
282,AndrewM88159455,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:38+00:00
283,bernie475065,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:37+00:00
284,JoshuaRaleign,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:37+00:00
285,DYucheon,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:37+00:00
286,BarlowRob7,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:37+00:00
287,gissing_corey,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:37+00:00
288,maina_shehu,"RT @TheNationNews: President Muhammadu Buhari has congratulated the Moroccan national football team, the Atlas Loins, on its advancement to…",2022-12-12 09:22:37+00:00
289,hazel_veblen,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:37+00:00
290,JamesDo26428627,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:37+00:00
291,SusieMaria7,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:37+00:00
292,henjoujiyouko,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:36+00:00
293,LeopoldDeQuinc3,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:36+00:00
294,BardHugh7,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:36+00:00
295,leila9878,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:36+00:00
296,neil428970,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:36+00:00
297,lou270259,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:36+00:00
298,hujuhyeon1,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:36+00:00
299,duyowon,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:36+00:00
300,bowen10616,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:36+00:00
301,TedEugene2,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:36+00:00
302,FingerChanning,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:36+00:00
303,DouglasDoherty5,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:36+00:00
304,DullesYale,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:36+00:00
305,AsaFitzGerald3,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:36+00:00
306,BoothReed1,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:36+00:00
307,DianaClemens2,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:36+00:00
308,BelleStrachey,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:36+00:00
309,steward_dunlop,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:36+00:00
310,CommonsCynthia,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:36+00:00
311,JeffZim42470570,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:36+00:00
312,ColbertFlynn,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:36+00:00
313,carter_ansel,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:36+00:00
314,MignonSimon14,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:36+00:00
315,EvelynP91881892,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:36+00:00
316,AldrichStephens,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:36+00:00
317,SaraNew33630005,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
318,taohuajiaojiao1,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
319,Sebasti60446632,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
320,ChildeMarcus,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
321,LeoMay93487104,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
322,CarolCh46061137,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
323,AgnesMa07903037,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
324,JonasAlfred4,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
325,LetitiaZangwill,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
326,LutherMadge,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
327,LydiaCo46664075,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
328,CorneliusHosea5,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
329,GeraldDewar,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
330,EliLee48279763,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
331,JosephineCamp6,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
332,TheresaHearst,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
333,reg_aldridge,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
334,reizeiinmiho,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
335,MelissaWollast2,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
336,TedWheatley7,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
337,VicMilne,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
338,luther_edmund,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
339,vogt_olga,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
340,BerthaGregary,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
341,GugchangUg,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
342,RaleignAugust,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
343,DennisS22554467,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
344,DanaBert1,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
345,HewlettGriselda,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
346,ReganArnold20,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
347,BerylWa70535025,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
348,QuincyGaskell1,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
349,IreneTa52796431,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
350,JuliaZi78236702,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
351,APungseon,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
352,Jennife22628109,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
353,LambertFreder19,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
354,AlfredHugh3,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
355,CrystalJosh3,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
356,landon_una,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
357,PennyKitty3,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
358,MerleSm62430813,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
359,DennisW02110002,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
360,SelenaLouis15,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
361,BeauBenjamin13,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
362,WatKennedy,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
363,alick_lydia,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
364,jonson_irene,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
365,EmmanuelMansfi2,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
366,GriffithHousman,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
367,jennings_lennon,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
368,nicola_saxton,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
369,MonroeGabriel5,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
370,kumodehironori,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
371,AthenaAdam4,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
372,HoraceLeila,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
373,LeifDewey,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
374,sagongsugyeong,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
375,JudithDorothy10,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
376,aubrey_horatio,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
377,PeterSt46323300,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
378,ThoreauOwen,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
379,OwenBarrie4,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
380,CaraGra61076425,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
381,BartonBaldwin6,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
382,hajaemo,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
383,MondNorton,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:35+00:00
384,ColbyPa82047055,"RT @Duty_Web3: Dear DUTY lovers:
 We decided to stagger the time period of the World Cup. The time for DUTY TOKEN to go online on the decen…",2022-12-12 09:22:34+00:00
